Date,Time,Brightness (LUX)
02/25/2017,04:30:48.812,256
02/25/2017,04:30:49.285,261
02/25/2017,04:30:49.801,220
02/25/2017,04:30:50.306,301
02/25/2017,04:30:50.765,343
02/25/2017,04:30:51.280,351
02/25/2017,04:30:51.798,353
02/25/2017,04:30:52.282,333
02/25/2017,04:30:52.910,250
02/25/2017,04:30:53.278,247
02/25/2017,04:30:53.788,220
02/25/2017,04:30:54.295,255
02/25/2017,04:30:54.796,281
02/25/2017,04:30:55.306,288
02/25/2017,04:30:55.784,316
02/25/2017,04:30:56.305,306
02/25/2017,04:30:56.817,301
02/25/2017,04:30:57.282,310
02/25/2017,04:30:57.804,304
02/25/2017,04:30:58.296,303
02/25/2017,04:30:58.787,300
02/25/2017,04:30:59.294,301
02/25/2017,04:30:59.770,304
02/25/2017,04:31:00.285,313
02/25/2017,04:31:00.788,312
02/25/2017,04:31:01.290,310
02/25/2017,04:31:01.826,307
02/25/2017,04:31:02.303,303
02/25/2017,04:31:02.804,301
02/25/2017,04:31:03.306,310
02/25/2017,04:31:03.811,315
02/25/2017,04:31:04.282,305
02/25/2017,04:31:04.794,331
02/25/2017,04:31:05.315,331
02/25/2017,04:31:05.815,331
02/25/2017,04:31:06.312,325
02/25/2017,04:31:06.807,317
02/25/2017,04:31:07.300,293
02/25/2017,04:31:07.806,283
02/25/2017,04:31:08.308,263
02/25/2017,04:31:08.768,197
02/25/2017,04:31:09.284,222
02/25/2017,04:31:09.791,286
02/25/2017,04:31:10.267,251
02/25/2017,04:31:10.786,148
02/25/2017,04:31:11.293,99
02/25/2017,04:31:11.807,112
02/25/2017,04:31:12.306,156
02/25/2017,04:31:12.785,219
02/25/2017,04:31:13.283,246
02/25/2017,04:31:13.770,213
02/25/2017,04:31:14.268,147
02/25/2017,04:31:14.775,142
02/25/2017,04:31:15.272,119
02/25/2017,04:31:15.767,106
02/25/2017,04:31:16.288,133
02/25/2017,04:31:16.776,132
02/25/2017,04:31:17.293,147
02/25/2017,04:31:17.784,116
02/25/2017,04:31:18.284,91
02/25/2017,04:31:18.783,107
02/25/2017,04:31:19.274,244
02/25/2017,04:31:19.782,116
02/25/2017,04:31:20.279,53
02/25/2017,04:31:20.796,100
02/25/2017,04:31:21.313,145
02/25/2017,04:31:21.802,206
02/25/2017,04:31:22.299,223
02/25/2017,04:31:22.794,229
02/25/2017,04:31:23.313,228
02/25/2017,04:31:23.817,226
02/25/2017,04:31:24.295,229
02/25/2017,04:31:24.788,229
02/25/2017,04:31:25.323,228
02/25/2017,04:31:25.835,228
02/25/2017,04:31:26.335,229
02/25/2017,04:31:26.770,225
02/25/2017,04:31:27.272,225
02/25/2017,04:31:27.782,225
02/25/2017,04:31:28.286,231
02/25/2017,04:31:28.813,258
02/25/2017,04:31:29.314,296
02/25/2017,04:31:29.790,306
02/25/2017,04:31:30.325,296
02/25/2017,04:31:30.794,305
02/25/2017,04:31:31.309,334
02/25/2017,04:31:31.793,334
02/25/2017,04:31:32.296,336
02/25/2017,04:31:32.793,339
02/25/2017,04:31:33.298,334
02/25/2017,04:31:33.817,334
02/25/2017,04:31:34.316,328
02/25/2017,04:31:34.821,330
02/25/2017,04:31:35.274,326
02/25/2017,04:31:35.789,337
02/25/2017,04:31:36.283,337
02/25/2017,04:31:36.772,339
02/25/2017,04:31:37.295,337
02/25/2017,04:31:37.830,340
02/25/2017,04:31:38.305,346
02/25/2017,04:31:38.777,346
02/25/2017,04:31:39.278,346
02/25/2017,04:31:39.782,348
02/25/2017,04:31:40.280,345
02/25/2017,04:31:40.787,343
02/25/2017,04:31:41.298,348
02/25/2017,04:31:41.825,346
02/25/2017,04:31:42.365,345
02/25/2017,04:31:42.820,348
02/25/2017,04:31:43.315,346
02/25/2017,04:31:43.828,346
02/25/2017,04:31:44.282,342
02/25/2017,04:31:44.783,346
02/25/2017,04:31:45.295,345
02/25/2017,04:31:45.813,348
02/25/2017,04:31:46.344,349
02/25/2017,04:31:46.810,346
02/25/2017,04:31:47.271,346
02/25/2017,04:31:47.784,349
02/25/2017,04:31:48.279,348
02/25/2017,04:31:48.773,346
02/25/2017,04:31:49.285,351
02/25/2017,04:31:49.788,346
02/25/2017,04:31:50.308,348
02/25/2017,04:31:50.826,339
02/25/2017,04:31:51.275,340
02/25/2017,04:31:51.781,346
02/25/2017,04:31:52.293,348
02/25/2017,04:31:52.802,348
02/25/2017,04:31:53.288,349
02/25/2017,04:31:53.807,345
02/25/2017,04:31:54.324,346
02/25/2017,04:31:54.837,342
02/25/2017,04:31:55.281,349
02/25/2017,04:31:55.787,345
02/25/2017,04:31:56.275,299
02/25/2017,04:31:56.802,258
02/25/2017,04:31:57.418,238
02/25/2017,04:31:57.796,258
02/25/2017,04:31:58.307,330
02/25/2017,04:31:58.837,325
02/25/2017,04:31:59.288,327
02/25/2017,04:31:59.806,319
02/25/2017,04:32:00.298,319
02/25/2017,04:32:00.804,316
02/25/2017,04:32:01.281,321
02/25/2017,04:32:01.812,324
02/25/2017,04:32:02.337,324
02/25/2017,04:32:02.826,324
02/25/2017,04:32:03.327,327
02/25/2017,04:32:03.831,327
02/25/2017,04:32:04.275,325
02/25/2017,04:32:04.795,325
02/25/2017,04:32:05.292,325
02/25/2017,04:32:05.791,330
02/25/2017,04:32:06.342,330
02/25/2017,04:32:06.808,337
02/25/2017,04:32:07.320,337
02/25/2017,04:32:07.818,331
02/25/2017,04:32:08.279,327
02/25/2017,04:32:08.781,319
02/25/2017,04:32:09.307,316
02/25/2017,04:32:09.798,313
02/25/2017,04:32:10.303,314
02/25/2017,04:32:10.826,314
02/25/2017,04:32:11.312,313
02/25/2017,04:32:11.803,321
02/25/2017,04:32:12.312,322
02/25/2017,04:32:12.789,322
02/25/2017,04:32:13.308,324
02/25/2017,04:32:13.806,324
02/25/2017,04:32:14.320,319
02/25/2017,04:32:14.821,322
02/25/2017,04:32:15.337,270
02/25/2017,04:32:15.823,266
02/25/2017,04:32:16.324,332
02/25/2017,04:32:16.788,313
02/25/2017,04:32:17.286,318
02/25/2017,04:32:17.805,319
02/25/2017,04:32:18.304,311
02/25/2017,04:32:18.826,313
02/25/2017,04:32:19.328,313
02/25/2017,04:32:19.804,316
02/25/2017,04:32:20.291,319
02/25/2017,04:32:20.785,313
02/25/2017,04:32:21.319,316
02/25/2017,04:32:21.816,311
02/25/2017,04:32:22.336,314
02/25/2017,04:32:22.825,316
02/25/2017,04:32:23.297,319
02/25/2017,04:32:23.790,321
02/25/2017,04:32:24.293,319
02/25/2017,04:32:24.799,314
02/25/2017,04:32:25.314,319
02/25/2017,04:32:25.833,317
02/25/2017,04:32:26.300,313
02/25/2017,04:32:26.788,311
02/25/2017,04:32:27.290,304
02/25/2017,04:32:27.817,269
02/25/2017,04:32:28.313,229
02/25/2017,04:32:28.816,232
02/25/2017,04:32:29.316,235
02/25/2017,04:32:29.819,293
02/25/2017,04:32:30.281,218
02/25/2017,04:32:30.804,151
02/25/2017,04:32:31.304,151
02/25/2017,04:32:31.823,144
02/25/2017,04:32:32.294,135
02/25/2017,04:32:32.795,136
02/25/2017,04:32:33.283,133
02/25/2017,04:32:33.805,136
02/25/2017,04:32:34.307,144
02/25/2017,04:32:34.801,157
02/25/2017,04:32:35.313,157
02/25/2017,04:32:35.831,154
02/25/2017,04:32:36.305,157
02/25/2017,04:32:36.832,154
02/25/2017,04:32:37.293,153
02/25/2017,04:32:37.792,148
02/25/2017,04:32:38.284,148
02/25/2017,04:32:38.832,147
02/25/2017,04:32:39.310,148
02/25/2017,04:32:39.833,153
02/25/2017,04:32:40.311,148
02/25/2017,04:32:40.834,151
02/25/2017,04:32:41.320,147
02/25/2017,04:32:41.825,153
02/25/2017,04:32:42.292,151
02/25/2017,04:32:42.799,151
02/25/2017,04:32:43.294,151
02/25/2017,04:32:43.826,153
02/25/2017,04:32:44.319,151
02/25/2017,04:32:44.802,150
02/25/2017,04:32:45.325,150
02/25/2017,04:32:45.812,151
02/25/2017,04:32:46.322,151
02/25/2017,04:32:46.805,153
02/25/2017,04:32:47.316,160
02/25/2017,04:32:47.817,163
02/25/2017,04:32:48.334,157
02/25/2017,04:32:48.815,151
02/25/2017,04:32:49.315,154
02/25/2017,04:32:49.825,154
02/25/2017,04:32:50.334,153
02/25/2017,04:32:50.818,151
02/25/2017,04:32:51.305,151
02/25/2017,04:32:51.817,154
02/25/2017,04:32:52.326,153
02/25/2017,04:32:52.826,150
02/25/2017,04:32:53.329,148
02/25/2017,04:32:53.815,154
02/25/2017,04:32:54.322,154
02/25/2017,04:32:54.819,153
02/25/2017,04:32:55.326,153
02/25/2017,04:32:55.832,151
02/25/2017,04:32:56.335,151
02/25/2017,04:32:56.834,150
02/25/2017,04:32:57.339,148
02/25/2017,04:32:57.840,150
02/25/2017,04:32:58.339,145
02/25/2017,04:32:58.835,144
02/25/2017,04:32:59.336,145
02/25/2017,04:32:59.837,133
02/25/2017,04:33:00.325,138
02/25/2017,04:33:00.831,133
02/25/2017,04:33:01.340,136
02/25/2017,04:33:01.842,145
02/25/2017,04:33:02.425,145
02/25/2017,04:33:02.838,145
02/25/2017,04:33:03.291,145
02/25/2017,04:33:03.793,150
02/25/2017,04:33:04.295,151
02/25/2017,04:33:04.804,144
02/25/2017,04:33:05.305,136
02/25/2017,04:33:05.794,133
02/25/2017,04:33:06.298,129
02/25/2017,04:33:06.801,135
02/25/2017,04:33:07.323,142
02/25/2017,04:33:07.820,147
02/25/2017,04:33:08.335,150
02/25/2017,04:33:08.806,145
02/25/2017,04:33:09.311,145
02/25/2017,04:33:09.809,145
02/25/2017,04:33:10.325,144
02/25/2017,04:33:10.800,144
02/25/2017,04:33:11.314,147
02/25/2017,04:33:11.803,145
02/25/2017,04:33:12.316,147
02/25/2017,04:33:12.837,149
02/25/2017,04:33:13.321,144
02/25/2017,04:33:13.827,149
02/25/2017,04:33:14.332,147
02/25/2017,04:33:14.844,144
02/25/2017,04:33:15.295,141
02/25/2017,04:33:15.812,144
02/25/2017,04:33:16.322,144
02/25/2017,04:33:16.828,145
02/25/2017,04:33:17.328,145
02/25/2017,04:33:17.832,147
02/25/2017,04:33:18.321,142
02/25/2017,04:33:18.833,139
02/25/2017,04:33:19.327,144
02/25/2017,04:33:19.818,139
02/25/2017,04:33:20.320,142
02/25/2017,04:33:20.832,138
02/25/2017,04:33:21.322,133
02/25/2017,04:33:21.829,138
02/25/2017,04:33:22.352,138
02/25/2017,04:33:22.845,138
02/25/2017,04:33:23.350,138
02/25/2017,04:33:23.801,139
02/25/2017,04:33:24.309,136
02/25/2017,04:33:24.831,135
02/25/2017,04:33:25.336,130
02/25/2017,04:33:25.833,128
02/25/2017,04:33:26.322,122
02/25/2017,04:33:26.824,109
02/25/2017,04:33:27.326,84
02/25/2017,04:33:27.793,63
02/25/2017,04:33:28.298,70
02/25/2017,04:33:28.825,64
02/25/2017,04:33:29.312,66
02/25/2017,04:33:29.816,66
02/25/2017,04:33:30.306,72
02/25/2017,04:33:30.843,68
02/25/2017,04:33:31.342,71
02/25/2017,04:33:31.833,68
02/25/2017,04:33:32.336,80
02/25/2017,04:33:32.832,93
02/25/2017,04:33:33.337,96
02/25/2017,04:33:33.840,90
02/25/2017,04:33:34.346,93
02/25/2017,04:33:34.841,98
02/25/2017,04:33:35.306,89
02/25/2017,04:33:35.813,101
02/25/2017,04:33:36.354,112
02/25/2017,04:33:36.839,113
02/25/2017,04:33:37.351,106
02/25/2017,04:33:37.855,98
02/25/2017,04:33:38.303,100
02/25/2017,04:33:38.842,112
02/25/2017,04:33:39.300,113
02/25/2017,04:33:39.801,107
02/25/2017,04:33:40.303,80
02/25/2017,04:33:40.805,77
02/25/2017,04:33:41.300,87
02/25/2017,04:33:41.804,112
02/25/2017,04:33:42.324,121
02/25/2017,04:33:42.800,125
02/25/2017,04:33:43.296,130
02/25/2017,04:33:43.797,133
02/25/2017,04:33:44.296,124
02/25/2017,04:33:44.802,116
02/25/2017,04:33:45.328,101
02/25/2017,04:33:45.826,97
02/25/2017,04:33:46.319,97
02/25/2017,04:33:46.804,95
02/25/2017,04:33:47.353,98
02/25/2017,04:33:47.801,91
02/25/2017,04:33:48.350,64
02/25/2017,04:33:48.804,58
02/25/2017,04:33:49.339,91
02/25/2017,04:33:49.845,112
02/25/2017,04:33:50.343,131
02/25/2017,04:33:50.825,188
02/25/2017,04:33:51.327,208
02/25/2017,04:33:51.841,74
02/25/2017,04:33:52.359,87
02/25/2017,04:33:52.839,169
02/25/2017,04:33:53.345,310
02/25/2017,04:33:53.799,319
02/25/2017,04:33:54.333,102
02/25/2017,04:33:54.810,79
02/25/2017,04:33:55.347,71
02/25/2017,04:33:55.829,110
02/25/2017,04:33:56.340,212
02/25/2017,04:33:56.848,284
02/25/2017,04:33:57.344,91
02/25/2017,04:33:57.849,92
02/25/2017,04:33:58.347,91
02/25/2017,04:33:58.891,177
02/25/2017,04:33:59.300,189
02/25/2017,04:33:59.853,92
02/25/2017,04:34:00.322,136
02/25/2017,04:34:00.846,261
02/25/2017,04:34:01.350,273
02/25/2017,04:34:01.842,327
02/25/2017,04:34:02.332,341
02/25/2017,04:34:02.824,266
02/25/2017,04:34:03.341,332
02/25/2017,04:34:03.849,321
02/25/2017,04:34:04.335,328
02/25/2017,04:34:04.822,304
02/25/2017,04:34:05.333,287
02/25/2017,04:34:05.834,337
02/25/2017,04:34:06.342,360
02/25/2017,04:34:06.873,313
02/25/2017,04:34:07.353,349
02/25/2017,04:34:07.883,314
02/25/2017,04:34:08.350,207
02/25/2017,04:34:08.805,328
02/25/2017,04:34:09.312,352
02/25/2017,04:34:09.828,325
02/25/2017,04:34:10.336,272
02/25/2017,04:34:10.918,347
02/25/2017,04:34:11.358,342
02/25/2017,04:34:11.804,252
02/25/2017,04:34:12.353,214
02/25/2017,04:34:12.821,270
02/25/2017,04:34:13.357,282
02/25/2017,04:34:13.839,241
02/25/2017,04:34:14.326,262
02/25/2017,04:34:14.843,241
02/25/2017,04:34:15.335,273
02/25/2017,04:34:15.844,278
02/25/2017,04:34:16.346,238
02/25/2017,04:34:16.861,285
02/25/2017,04:34:17.363,287
02/25/2017,04:34:17.841,241
02/25/2017,04:34:18.327,269
02/25/2017,04:34:18.844,225
02/25/2017,04:34:19.340,217
02/25/2017,04:34:19.831,246
02/25/2017,04:34:20.356,277
02/25/2017,04:34:20.810,261
02/25/2017,04:34:21.363,275
02/25/2017,04:34:21.815,281
02/25/2017,04:34:22.306,278
02/25/2017,04:34:22.843,281
02/25/2017,04:34:23.330,292
02/25/2017,04:34:23.842,295
02/25/2017,04:34:24.320,318
02/25/2017,04:34:24.830,326
02/25/2017,04:34:25.329,298
02/25/2017,04:34:25.823,364
02/25/2017,04:34:26.347,336
02/25/2017,04:34:26.826,270
02/25/2017,04:34:27.347,273
02/25/2017,04:34:27.826,238
02/25/2017,04:34:28.335,191
02/25/2017,04:34:28.833,164
02/25/2017,04:34:29.333,155
02/25/2017,04:34:29.830,173
02/25/2017,04:34:30.331,192
02/25/2017,04:34:30.830,194
02/25/2017,04:34:31.355,196
02/25/2017,04:34:31.858,226
02/25/2017,04:34:32.315,220
02/25/2017,04:34:32.832,222
02/25/2017,04:34:33.321,205
02/25/2017,04:34:33.829,207
02/25/2017,04:34:34.321,214
02/25/2017,04:34:34.849,198
02/25/2017,04:34:35.352,171
02/25/2017,04:34:35.896,170
02/25/2017,04:34:36.325,137
02/25/2017,04:34:36.814,141
02/25/2017,04:34:37.357,127
02/25/2017,04:34:37.863,126
02/25/2017,04:34:38.323,126
02/25/2017,04:34:38.835,93
02/25/2017,04:34:39.369,115
02/25/2017,04:34:39.834,130
02/25/2017,04:34:40.376,165
02/25/2017,04:34:40.859,223
02/25/2017,04:34:41.368,272
02/25/2017,04:34:41.861,284
02/25/2017,04:34:42.314,319
02/25/2017,04:34:42.833,378
02/25/2017,04:34:43.333,418
02/25/2017,04:34:43.837,489
02/25/2017,04:34:44.345,579
02/25/2017,04:34:44.829,678
02/25/2017,04:34:45.357,864
02/25/2017,04:34:45.864,1048
02/25/2017,04:34:46.321,1099
02/25/2017,04:34:46.833,1137
02/25/2017,04:34:47.335,1161
02/25/2017,04:34:47.839,1162
02/25/2017,04:34:48.333,1160
02/25/2017,04:34:48.811,1114
02/25/2017,04:34:49.316,1128
02/25/2017,04:34:49.816,1132
02/25/2017,04:34:50.321,1177
02/25/2017,04:34:50.812,1159
02/25/2017,04:34:51.331,1174
02/25/2017,04:34:51.860,1175
02/25/2017,04:34:52.350,1150
02/25/2017,04:34:52.820,1123
02/25/2017,04:34:53.331,1115
02/25/2017,04:34:53.832,1114
02/25/2017,04:34:54.321,1105
02/25/2017,04:34:54.835,1098
02/25/2017,04:34:55.338,1090
02/25/2017,04:34:55.849,1101
02/25/2017,04:34:56.351,1124
02/25/2017,04:34:56.865,1144
02/25/2017,04:34:57.320,1149
02/25/2017,04:34:57.815,1165
02/25/2017,04:34:58.315,1157
02/25/2017,04:34:58.837,1166
02/25/2017,04:34:59.319,1170
02/25/2017,04:34:59.854,1153
02/25/2017,04:35:00.356,1190
02/25/2017,04:35:00.830,1210
02/25/2017,04:35:01.328,1189
02/25/2017,04:35:01.818,1187
02/25/2017,04:35:02.322,1197
02/25/2017,04:35:02.820,1208
02/25/2017,04:35:03.425,1190
02/25/2017,04:35:03.851,1183
02/25/2017,04:35:04.322,1160
02/25/2017,04:35:04.873,1132
02/25/2017,04:35:05.363,1138
02/25/2017,04:35:05.890,1163
02/25/2017,04:35:06.347,1201
02/25/2017,04:35:06.856,1199
02/25/2017,04:35:07.352,1231
02/25/2017,04:35:07.845,1216
02/25/2017,04:35:08.359,1226
02/25/2017,04:35:08.859,1227
02/25/2017,04:35:09.366,1238
02/25/2017,04:35:09.838,1216
02/25/2017,04:35:10.339,1219
02/25/2017,04:35:10.841,1221
02/25/2017,04:35:11.342,1232
02/25/2017,04:35:11.839,1272
02/25/2017,04:35:12.367,1229
02/25/2017,04:35:12.852,1255
02/25/2017,04:35:13.324,1253
02/25/2017,04:35:13.827,1245
02/25/2017,04:35:14.331,1238
02/25/2017,04:35:14.855,1212
02/25/2017,04:35:15.362,1200
02/25/2017,04:35:15.864,1208
02/25/2017,04:35:16.344,1160
02/25/2017,04:35:16.839,1154
02/25/2017,04:35:17.315,1171
02/25/2017,04:35:17.814,1171
02/25/2017,04:35:18.361,1184
02/25/2017,04:35:18.853,1212
02/25/2017,04:35:19.337,1237
02/25/2017,04:35:19.855,1234
02/25/2017,04:35:20.360,1234
02/25/2017,04:35:20.861,1226
02/25/2017,04:35:21.373,1229
02/25/2017,04:35:21.937,1221
02/25/2017,04:35:22.350,1235
02/25/2017,04:35:22.863,1280
02/25/2017,04:35:23.358,1285
02/25/2017,04:35:23.823,1298
02/25/2017,04:35:24.345,1298
02/25/2017,04:35:24.823,1310
02/25/2017,04:35:25.353,1272
02/25/2017,04:35:25.824,1246
02/25/2017,04:35:26.327,1197
02/25/2017,04:35:26.838,1201
02/25/2017,04:35:27.322,1194
02/25/2017,04:35:27.820,1200
02/25/2017,04:35:28.343,1248
02/25/2017,04:35:28.839,1230
02/25/2017,04:35:29.366,1270
02/25/2017,04:35:29.842,1258
02/25/2017,04:35:30.367,1229
02/25/2017,04:35:30.857,1228
02/25/2017,04:35:31.328,1207
02/25/2017,04:35:31.824,1171
02/25/2017,04:35:32.324,1212
02/25/2017,04:35:32.845,1190
02/25/2017,04:35:33.372,1241
02/25/2017,04:35:33.848,1250
02/25/2017,04:35:34.359,1279
02/25/2017,04:35:34.840,1321
02/25/2017,04:35:35.346,1296
02/25/2017,04:35:35.854,1313
02/25/2017,04:35:36.341,1254
02/25/2017,04:35:36.858,1276
02/25/2017,04:35:37.336,1217
02/25/2017,04:35:37.859,1245
02/25/2017,04:35:38.347,1243
02/25/2017,04:35:38.846,1273
02/25/2017,04:35:39.343,1354
02/25/2017,04:35:39.835,1322
02/25/2017,04:35:40.339,1016
02/25/2017,04:35:40.835,732
02/25/2017,04:35:41.348,760
02/25/2017,04:35:41.864,519
02/25/2017,04:35:42.350,694
02/25/2017,04:35:42.853,596
02/25/2017,04:35:43.345,630
02/25/2017,04:35:43.836,647
02/25/2017,04:35:44.345,625
02/25/2017,04:35:44.845,1156
02/25/2017,04:35:45.342,1138
02/25/2017,04:35:45.868,864
02/25/2017,04:35:46.365,809
02/25/2017,04:35:46.868,729
02/25/2017,04:35:47.362,758
02/25/2017,04:35:47.842,191
02/25/2017,04:35:48.323,308
02/25/2017,04:35:48.825,1059
02/25/2017,04:35:49.358,1260
02/25/2017,04:35:49.864,107
02/25/2017,04:35:50.334,190
02/25/2017,04:35:50.872,174
02/25/2017,04:35:51.361,193
02/25/2017,04:35:51.873,110
02/25/2017,04:35:52.364,452
02/25/2017,04:35:52.893,1075
02/25/2017,04:35:53.322,160
02/25/2017,04:35:53.847,293
02/25/2017,04:35:54.354,250
02/25/2017,04:35:54.847,524
02/25/2017,04:35:55.342,826
02/25/2017,04:35:55.885,929
02/25/2017,04:35:56.372,687
02/25/2017,04:35:56.825,511
02/25/2017,04:35:57.325,520
02/25/2017,04:35:57.856,674
02/25/2017,04:35:58.328,714
02/25/2017,04:35:58.862,650
02/25/2017,04:35:59.330,586
02/25/2017,04:35:59.833,826
02/25/2017,04:36:00.342,987
02/25/2017,04:36:00.845,395
02/25/2017,04:36:01.368,837
02/25/2017,04:36:01.872,264
02/25/2017,04:36:02.363,269
02/25/2017,04:36:02.869,428
02/25/2017,04:36:03.370,546
02/25/2017,04:36:03.823,643
02/25/2017,04:36:04.352,811
02/25/2017,04:36:04.830,443
02/25/2017,04:36:05.330,569
02/25/2017,04:36:05.843,153
02/25/2017,04:36:06.347,571
02/25/2017,04:36:06.854,574
02/25/2017,04:36:07.363,699
02/25/2017,04:36:07.856,409
02/25/2017,04:36:08.349,100
02/25/2017,04:36:08.848,464
02/25/2017,04:36:09.348,502
02/25/2017,04:36:09.844,779
02/25/2017,04:36:10.351,678
02/25/2017,04:36:10.867,754
02/25/2017,04:36:11.380,839
02/25/2017,04:36:11.855,358
02/25/2017,04:36:12.378,706
02/25/2017,04:36:12.865,360
02/25/2017,04:36:13.364,203
02/25/2017,04:36:13.840,540
02/25/2017,04:36:14.364,678
02/25/2017,04:36:14.853,944
02/25/2017,04:36:15.388,849
02/25/2017,04:36:15.856,779
02/25/2017,04:36:16.376,509
02/25/2017,04:36:16.862,834
02/25/2017,04:36:17.364,696
02/25/2017,04:36:17.872,265
02/25/2017,04:36:18.378,45
02/25/2017,04:36:18.866,80
02/25/2017,04:36:19.372,668
02/25/2017,04:36:19.853,763
02/25/2017,04:36:20.354,882
02/25/2017,04:36:20.840,1143
02/25/2017,04:36:21.355,1308
02/25/2017,04:36:21.825,1340
02/25/2017,04:36:22.348,673
02/25/2017,04:36:22.868,652
02/25/2017,04:36:23.360,593
02/25/2017,04:36:23.855,872
02/25/2017,04:36:24.355,1135
02/25/2017,04:36:24.844,984
02/25/2017,04:36:25.381,954
02/25/2017,04:36:25.872,977
02/25/2017,04:36:26.381,601
02/25/2017,04:36:26.864,225
02/25/2017,04:36:27.352,424
02/25/2017,04:36:27.878,932
02/25/2017,04:36:28.362,998
02/25/2017,04:36:28.871,778
02/25/2017,04:36:29.376,1125
02/25/2017,04:36:29.875,1108
02/25/2017,04:36:30.347,1047
02/25/2017,04:36:30.885,323
02/25/2017,04:36:31.334,665
02/25/2017,04:36:31.838,441
02/25/2017,04:36:32.384,763
02/25/2017,04:36:32.881,867
02/25/2017,04:36:33.364,323
02/25/2017,04:36:33.859,290
02/25/2017,04:36:34.370,489
02/25/2017,04:36:34.874,754
02/25/2017,04:36:35.359,961
02/25/2017,04:36:35.835,520
02/25/2017,04:36:36.426,725
02/25/2017,04:36:36.879,554
02/25/2017,04:36:37.375,787
02/25/2017,04:36:37.862,1038
02/25/2017,04:36:38.350,1062
02/25/2017,04:36:38.828,824
02/25/2017,04:36:39.331,310
02/25/2017,04:36:39.864,233
02/25/2017,04:36:40.331,270
02/25/2017,04:36:40.851,238
02/25/2017,04:36:41.344,201
02/25/2017,04:36:41.862,219
02/25/2017,04:36:42.362,184
02/25/2017,04:36:42.851,190
02/25/2017,04:36:43.353,244
02/25/2017,04:36:43.859,414
02/25/2017,04:36:44.380,342
02/25/2017,04:36:44.877,705
02/25/2017,04:36:45.363,753
02/25/2017,04:36:45.879,792
02/25/2017,04:36:46.332,626
02/25/2017,04:36:46.838,252
02/25/2017,04:36:47.333,65
02/25/2017,04:36:47.836,116
02/25/2017,04:36:48.350,88
02/25/2017,04:36:48.863,90
02/25/2017,04:36:49.381,167
02/25/2017,04:36:49.929,413
02/25/2017,04:36:50.356,719
02/25/2017,04:36:50.850,797
02/25/2017,04:36:51.359,912
02/25/2017,04:36:51.840,248
02/25/2017,04:36:52.367,177
02/25/2017,04:36:52.880,145
02/25/2017,04:36:53.360,136
02/25/2017,04:36:53.875,265
02/25/2017,04:36:54.382,282
02/25/2017,04:36:54.836,284
02/25/2017,04:36:55.344,299
02/25/2017,04:36:55.860,232
02/25/2017,04:36:56.362,325
02/25/2017,04:36:56.863,535
02/25/2017,04:36:57.388,509
02/25/2017,04:36:57.867,192
02/25/2017,04:36:58.364,314
02/25/2017,04:36:58.866,638
02/25/2017,04:36:59.395,943
02/25/2017,04:36:59.861,1021
02/25/2017,04:37:00.362,872
02/25/2017,04:37:00.868,851
02/25/2017,04:37:01.377,465
02/25/2017,04:37:01.880,398
02/25/2017,04:37:02.386,262
02/25/2017,04:37:02.889,326
02/25/2017,04:37:03.340,283
02/25/2017,04:37:03.866,247
02/25/2017,04:37:04.353,447
02/25/2017,04:37:04.853,736
02/25/2017,04:37:05.368,329
02/25/2017,04:37:05.869,265
02/25/2017,04:37:06.403,291
02/25/2017,04:37:06.879,140
02/25/2017,04:37:07.399,213
02/25/2017,04:37:07.885,326
02/25/2017,04:37:08.342,697
02/25/2017,04:37:08.845,835
02/25/2017,04:37:09.368,531
02/25/2017,04:37:09.860,400
02/25/2017,04:37:10.396,384
02/25/2017,04:37:10.862,714
02/25/2017,04:37:11.347,120
02/25/2017,04:37:11.850,773
02/25/2017,04:37:12.354,696
02/25/2017,04:37:12.860,498
02/25/2017,04:37:13.366,697
02/25/2017,04:37:13.884,711
02/25/2017,04:37:14.383,1181
02/25/2017,04:37:14.876,801
02/25/2017,04:37:15.385,1155
02/25/2017,04:37:15.883,1066
02/25/2017,04:37:16.345,156
02/25/2017,04:37:16.845,162
02/25/2017,04:37:17.385,729
02/25/2017,04:37:17.840,851
02/25/2017,04:37:18.365,1152
02/25/2017,04:37:18.846,1192
02/25/2017,04:37:19.349,1336
02/25/2017,04:37:19.842,987
02/25/2017,04:37:20.343,995
02/25/2017,04:37:20.852,1128
02/25/2017,04:37:21.346,1251
02/25/2017,04:37:21.874,1281
02/25/2017,04:37:22.362,1280
02/25/2017,04:37:22.877,1274
02/25/2017,04:37:23.410,1283
02/25/2017,04:37:23.840,1262
02/25/2017,04:37:24.367,1263
02/25/2017,04:37:24.901,1232
02/25/2017,04:37:25.347,1231
02/25/2017,04:37:25.869,1252
02/25/2017,04:37:26.386,1319
02/25/2017,04:37:26.892,1160
02/25/2017,04:37:27.374,1210
02/25/2017,04:37:27.876,1285
02/25/2017,04:37:28.374,1269
02/25/2017,04:37:28.872,1215
02/25/2017,04:37:29.378,1121
02/25/2017,04:37:29.874,952
02/25/2017,04:37:30.403,1023
02/25/2017,04:37:30.903,1160
02/25/2017,04:37:31.377,1186
02/25/2017,04:37:31.899,1032
02/25/2017,04:37:32.392,958
02/25/2017,04:37:32.844,1119
02/25/2017,04:37:33.345,1184
02/25/2017,04:37:33.864,1218
02/25/2017,04:37:34.368,1251
02/25/2017,04:37:34.923,1266
